,book_title,sent_spoil,sentence
220085,I Am Princess X,1,"and even over how she's back/still in the house Let's just go to the whole part where the Needleman is unconscious and they are injured but out of the house and the cops are coming, so they... get in a stolen car and drive away?"
275934,"Fight or Flight (Fight or Flight, #1)",0,"Of course the creepiest of them was Em's uncle, whom I can't describe in too many words because those are all improper words, but he is sick...he is a very sick man and I wouldn't want to have that kind of person around me."
210730,Damaged Goods,0,"And as for Sabian/Austin, I really wish men like that would exist in real life !"
109959,"Queen of Shadows (Throne of Glass, #4)",0,"L Y S A N D R A HOLY CRAP WHAT A BAD ASS CHARACTER, can I be her?"
98799,"The Hunger Games (The Hunger Games, #1)",0,"The concept may sound like a sci-fi trope, but Collins does a good job of painting a world that feels unique despite borrowing pieces from other stories in its genres."
197367,"Gates of Paradise (Blue Bloods, #7)",0,With every truth finally revealed its a blessing actually.
58248,"Enders (Starters, #2)",0,"After telling her she would see him again, he takes off without telling her who he is."
31884,The Time Traveler's Wife,0,"All in all, it was a fascinating story."
151141,"Shatter Me (Shatter Me, #1)",0,"Please touch me, is what I want to tell him."
280536,The Whites,0,"Any Richard Price fan will already be reading this and will not be disappointed, and any Wire fan (Mr Price wrote a few of those shows) who is not yet a Richard Price fan is advised to scoop up this like a new piquant New York homicide-flavoured ice cream."
210955,Traitor Angels,0,"Well, that and Historical fiction are one of my favorite genres."
17765,The Book of Tomorrow,0,I really loved this book by the end.
92453,"The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1)",0,"I never doubted why people loved Cat Valente (her works seem like my cup of tea) but I had yet to see it first hand -- now I have, and oh me oh my!"
163124,Kraken,1,Or is the way the time fire works so precise that burning out Darwin's records mean that natural selection never gained dominance as a theory?
88481,I Want My Hat Back,0,Stupid rabbit.
51386,The Children of Men,0,I think.
38870,"Significance (Significance, #1)",0,"Overall, I will read book 2, because I can't stand to leave a story unfinished."
46983,"The Bourbon Kings (The Bourbon Kings, #1)",0,Honestly I felt HUNGRY...Hungry for more!
125608,"A Touch of Midnight (Midnight Breed, #0.5)",0,"Yes, I realize that the station could have both buses AND trains, but their route number wasn't likely going to match."
198309,Blankets,0,The emotions bleed out of the page and completely engulf and engage the reader.
283796,Forbidden,0,"And, eventually, that friendship develops into something more."
170063,"Rock Hard (Rock Kiss, #2)",0,*SPOILER ALERT*
196641,The Lonely Drop,0,Everything else was just so raw and passionate and intense.
70004,For Real,0,And wow.
54578,"Unravel (Fairfax, #1)",0,"Don't you dare, I tell myself."
203467,"Love Hacked (Knitting in the City, #3)",0,"Setting: current day Chicago, Illinois."
171500,"Zodiac (Zodiac, #1)",1,"She was a fun girl, she was loyal, she didn't hide behind her boys and let them do all the works on their adventures much ."
150071,"Fatal Destiny (Fatal, #3.5)",0,Oh I read your website FAQ.
3175,People of the Book,0,Too many flaws.
255749,My Sister's Keeper,0,The father is also boring.
208173,"Locke & Key, Vol. 4: Keys to the Kingdom",0,Why?
171851,The Diary of a Young Girl,1,"They got separated, transferred into different concentration camps, where they were put to gas chambers or died of exhaustion and hunger."
123991,It Ends with Us,1,"Not saying they should be depressed all these years later, but they treated Ryle like he could do no wrong."
10384,"Ouran High School Host Club, Vol. 15 (Ouran High School Host Club, #15)",0,"Please, please let it end just as strongly."
166375,"Tinker (Elfhome, #1)",0,But she at once is selfish and has low self-confidence.
11360,"Sugar Daddy (Sugar Bowl, #1)",0,5 Sugar Stars
125745,"Bloody Mary (Jack Daniels Mystery, #2)",0,"Bad pun, been done a thousand times...) delivers quite a high."
164132,The Astrologer's Daughter,0,She believes that the information is only used for self-fulfilling prophecies.
115959,The Child in Time,0,McEwan's third novel and the earliest that I have read wasn't too bad.
283230,The Hate U Give,0,The first part of the of the story is 278 pages.
215795,Forbidden,0,They all know - they all know I can't do it.
122730,The Pact,0,Find more reviews at What She Reads - Read via Audible.co.uk
114828,September Girls,0,Was it because she was less horny than Kristle?
240879,"A Torch Against the Night (An Ember in the Ashes, #2)",0,"Action packed, full of surprises and great characters."
292315,"Beautifully Damaged (Beautifully Damaged, #1)",0,But Ember is falling for Trace Montgomery and is bound to get to the bottom of his secrets that make him feel that he is unworthy of love.
156955,"Proven Guilty (The Dresden Files, #8)",0,"Halfway in, this started getting really good."
39047,"Moon (New Species, #10)",0,Best Cover EVER!!
1208,"Sever (The Chemical Garden, #3)",0,All the people who need to end up together do and there are many answers about the disease and the cure.
13592,"Pole Dance (Dance, #1)",1,Why did Caitlin give up her cat?
82718,"Pure (Covenant, #2)",0,"I loved her in Half-Blood, and I think I love her character even more after reading Pure :) She may be reckless and implusive and I suppose a little frustrating at times, but when it comes to Alex, I really didn't care."
286145,"Souls Unfractured (Hades Hangmen, #3)",0,I love how much they learned about each other without saying a word.
140109,"Controlled Burn (Boston Fire, #2)",0,"I look at it a lot."""
271560,Horrorstör,0,"And Grady Hendrix's prose did a good job of keeping me oriented--lost, yes, but able to picture what was going on."
190117,Life in Outer Space,0,Everyone was on her because her Dad hung out with famous people and her Mom was a shoe designer but she still liked hanging out with Sam's group.
51151,"Throne of Glass (Throne of Glass, #1)",0,Throne of Glass fell short.
280430,"Blood Song (Lharmell, #1)",0,"Hopefully something yummy, involving our stern, yet steamy hero; Rodden."
272292,"The One (The Selection, #3)",0,"In the third book, readers spend time with Prince Maxon and America Singer."
174980,Target This,0,I think this book should be read by everyone who hasn't read these kinds of books and plus its very hot and steamy.
261131,"Odd Thomas (Odd Thomas, #1)",0,Even Terrible Chester (the cat) has a personality.
208754,14 Days to Die,0,Sheesh!
117300,Turtles All the Way Down,0,"Turtles All the Way Down?"""
56517,"Of Silver and Beasts (Goddess Wars, #1)",0,I love that Trisha took a leap and did some questionable things during the course of the novel.
28949,Confess,0,"""I'll love you forever, even when I can't."""
136231,A Head Full of Ghosts,0,Ugh!
68005,"Mockingjay (The Hunger Games, #3)",0,I felt more emotional responses while reading this than in the other two.
161752,Roman Crazy,0,"Like, I would so traipse around Rome with her."
137674,Missoula: Rape and the Justice System in a College Town,0,"I truly believe in my religion, that these people will pay for their crimes in hell."
159830,"The Blade Itself (The First Law, #1)",0,And it was all weighed down so heavily by indiscernible politics that would have been far better cut completely from this novel since this is clearly a series.
57042,The Summer Tree (The Fionavar Tapestry #1),0,"That said, his characterization and narrative are much better than many fantasy ""masters."""
213672,The Casual Vacancy,0,"Short version: at first I was like ""this is ok,"" then I was like ""I think I like this"" then I was sitting on my couch for four hours straight listening to the last 25% because I loved it."
86942,"The Secrets of Sir Richard Kenworthy (Smythe-Smith Quartet, #4)",0,"But even more, I fell in love with Iris, who is quiet but strong."
278663,"Everything, Everything",0,Find this review and more fantastical things at The Leaning Tower of Tomes.
409,"Sins & Needles (The Artists Trilogy, #1)",0,**ARC provided by NetGalley**
267889,The Great Gatsby,0,"The book moves fast, and can be a little confusing with the narrative of Gatsby, but overall an excellent work of literature."
44396,Signs,0,It's actually a book that is more on acceptance and being able to be yourself regardless of what other people say.
163942,"Ink (Paper Gods, #1)",0,Also PDA is really not a thing here.
122662,"Mystic City (Mystic City, #1)",0,It's such a shame because the world the story is set in is fascinating.
222053,The Love That Split the World,0,"While everyone else has fallen in love with it, I couldn't get even halfway through it."
100509,All the Bright Places,0,Way too boring I would say.
136152,Wolf in White Van,0,It's what happens to a couple of these players that sets the narrator off on his journey of self reflection.
208425,"The Lightning Thief (Percy Jackson and the Olympians, #1)",0,"There are similarities to the Harry Potter series--discovering magical talents, a school (here a summer camp for ""half bloods""), adventures with a male and female friend, an unhappy home life in the real world."
290798,"Defy (Defy, #1)",0,"Like so much of the rest of the book, it was a wasted opportunity."
205520,Rebecca,0,I wanted to scream at her to stand up for herself.
203462,"Love Hacked (Knitting in the City, #3)",0,Epilogue: 1st person Alex.
11743,"Angelfall (Penryn & the End of Days, #1)",0,Penryn then met Raffe (Rah-fie) who was seconds away from being a roadkill against five other angels and possibly with the lynch mob later.
240971,"Dark Triumph (His Fair Assassin, #2)",0,"I waited many long months to get my hands on this book, and it was a sore trial for me to restrain from calling off work so I could sit and read uninterrupted."
117296,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe, #1)",0,"Saenz's writing is magnificent, it's simple and honest and refuses to beat about the bush and romanticize any of the issue that are raised in this novel."
123026,"The Storyspinner (The Keepers' Chronicles, #1)",0,I can't wait to see more of them in the next book!
148466,So Twisted (Bad Behavior #1),0,Then as expected we had some drama but not kind I was thinking would happen and I'm happy the author didn't do the predictable thing.
215456,"The Assassin's Blade (Throne of Glass, #0.1-#0.5)",1,1.
228533,"First Grave on the Right (Charley Davidson, #1)",0,"Even though the jokes and snark were way overdone and came off as trying too hard, a lot of them were funny and had me cracking a smile."
